Time,AG_Buy,AG_Sell,Voltage_H0,Battery_H0,HP_Status_H0,P_H_h0,P_DN_h0,PV_h0,Demand_h0,HP_Power_h0,HP_Tank_h0,Voltage_H1,Battery_H1,HP_Status_H1,P_H_h1,P_DN_h1,PV_h1,Demand_h1,HP_Power_h1,HP_Tank_h1,Voltage_H2,Battery_H2,HP_Status_H2,P_H_h2,P_DN_h2,PV_h2,Demand_h2,HP_Power_h2,HP_Tank_h2
32,2.566298677914857e-10,0.0,99.80002946223438,5.69980250502077,0,8.554324955853071e-11,8.554324955853071e-11,0.8373392128,0.0582132,0.0,67.35054817465793,99.80016888065332,5.843462770489047,0,8.554330910966547e-11,8.554330910966547e-11,0.8373392128,0.0582132,0.0,67.35054817465792,99.80024614327792,5.607806847157625,0,8.554330912328951e-11,8.554330912328951e-11,0.8373392128,0.0582132,0.0,67.35054817465793
33,0.0,1.0306332859589966,99.85643049097311,5.699802508065639,0,-0.3435444307897488,-0.3435444307897488,0.5846607871999999,0.24111635,0.0,67.35054817465793,99.90797117278544,5.843462775056351,0,-0.343544427584624,-0.343544427584624,0.5846607871999999,0.24111635,0.0,67.35054817465792,99.93551064868413,5.607806851724928,0,-0.34354442758462383,-0.34354442758462383,0.5846607871999999,0.24111635,0.0,67.35054817465793
34,0.0,1.4482651828548696,99.87928524341909,5.699802510501537,0,-0.23461305457179835,-0.23461305457179835,0.35288815970000004,0.1182751,0.0,67.35054817465793,99.97021823567896,5.843462777492246,0,-0.23461305457179826,-0.23461305457179826,0.35288815970000004,0.1182751,0.0,67.35054817465792,100.04855780641495,5.216003686455837,0,-0.9790390737112731,-0.9790390737112731,0.35288815970000004,0.1182751,0.0,67.35054817465793
35,0.0,0.06447069525925223,99.8035575974103,5.699802513546388,0,-0.021490233889789028,-0.021490233889789028,0.17361184030000001,0.1521216,0.0,67.35054817465793,99.80691239329789,5.843462782059499,0,-0.021490230684731694,-0.021490230684731694,0.17361184030000001,0.1521216,0.0,67.35054817465792,99.8087075394135,5.216003691023089,0,-0.0214902306847315,-0.0214902306847315,0.17361184030000001,0.1521216,0.0,67.35054817465793
36,2.400962907327255e-10,0.0,99.80002946223527,5.620387030277983,0,8.003205976208877e-11,8.003205976208877e-11,0.019920731709999997,0.17081015,0.0,67.35054817465793,99.80016888065504,5.764047298791095,0,8.003211547829467e-11,8.003211547829467e-11,0.019920731709999997,0.17081015,0.0,67.35054817465792,99.80024614328008,5.136588207754685,0,8.003211549234208e-11,8.003211549234208e-11,0.019920731709999997,0.17081015,0.0,67.35054817465793
37,1.6006402547512138e-10,0.73617861731952,99.84031656717563,5.535215145211158,0,8.003201272556618e-11,8.003201272556618e-11,0.007079268293,0.16890585,0.0,67.35054817465793,99.89552966452851,5.678875413724269,0,8.003201274955518e-11,8.003201274955518e-11,0.007079268293,0.16890585,0.0,67.35054817465792,99.95445548521622,4.6639538924775685,0,-0.73617861731952,-0.73617861731952,0.007079268293,0.16890585,0.0,67.35054817465793
38,2.4009629075219736e-10,0.0,99.80002946223527,5.4294727242006475,0,8.003205977043782e-11,8.003205977043782e-11,0.0,0.2009106,0.0,67.35054817465793,99.80016888065504,5.573132992713759,0,8.003211548385606e-11,8.003211548385606e-11,0.0,0.2009106,0.0,67.35054817465792,99.80024614328008,4.558211471467059,0,8.003211549790348e-11,8.003211549790348e-11,0.0,0.2009106,0.0,67.35054817465793
39,2.400962907449527e-10,0.0,99.80002946223527,5.335340461084875,0,8.003205976733151e-11,8.003205976733151e-11,0.0,0.1788513,0.0,67.35054817465793,99.80016888065504,5.479000729597987,0,8.003211548178688e-11,8.003211548178688e-11,0.0,0.1788513,0.0,67.35054817465792,99.80024614328008,4.464079208351286,0,8.003211549583431e-11,8.003211549583431e-11,0.0,0.1788513,0.0,67.35054817465793
40,8.00320127634044e-11,2.106151516894731,99.91528783185163,4.627330011199413,0,-1.2162070047823774,-1.2162070047823774,0.0,0.12901285,0.0,63.09354029165793,99.98200418849585,4.9427073811178,0,-0.8899445121123539,-0.8899445121123539,0.0,0.12901285,4.84428147202826e-16,63.09354029165792,99.98208145112089,4.396177708393409,0,8.00320127634044e-11,8.00320127634044e-11,0.0,0.12901285,0.0,63.09354029165793
41,8.003201276683584e-11,2.089386811226556,99.9143703894802,3.9193320786525145,0,-1.2065713718391073,-1.2065713718391073,0.0,0.1386247,0.0,60.19236019865793,99.9805534186777,4.405107307755986,0,-0.8828154393874484,-0.8828154393874484,0.0,0.1386247,0.0,60.19236019865792,99.98063068130274,4.323217340014478,0,8.003201276683584e-11,8.003201276683584e-11,0.0,0.1386247,0.0,60.19236019865793
42,1.6006402542512211e-10,0.7673819965077029,99.84202416066198,3.8673021839577943,0,8.003201270059917e-11,8.003201270059917e-11,0.0,0.0988568,0.0,58.85111107965793,99.89957158944804,4.353077413061266,0,8.003201272452294e-11,8.003201272452294e-11,0.0,0.0988568,0.0,58.851111079657926,99.96099174212054,3.867302183957793,0,-0.7673819965077029,-0.7673819965077029,0.0,0.0988568,0.0,58.85111107965793
43,2.4009629071402447e-10,0.0,99.80002946223527,3.803212210315706,0,8.003205975407006e-11,8.003205975407006e-11,0.0,0.12177095,0.0,55.279306489657934,99.80016888065504,4.288987439419177,0,8.003211547295349e-11,8.003211547295349e-11,0.0,0.12177095,0.0,55.27930648965793,99.80024614328008,3.8032122103157047,0,8.003211548700091e-11,8.003211548700091e-11,0.0,0.12177095,0.0,55.279306489657934
44,2.4009629070405767e-10,0.0,99.80002946223527,3.7450992366736178,0,8.00320597497964e-11,8.00320597497964e-11,0.0,0.11041465,0.0,55.279306489657934,99.80016888065504,4.230874465777089,0,8.003211547010691e-11,8.003211547010691e-11,0.0,0.11041465,0.0,55.27930648965793,99.80024614328008,3.7450992366736164,0,8.003211548415434e-11,8.003211548415434e-11,0.0,0.11041465,0.0,55.279306489657934
45,1.6006402545592045e-10,0.9229729352165656,99.85053881774027,3.6918841840841607,0,8.003201270661875e-11,8.003201270661875e-11,0.0,0.1011086,0.0,54.39000000965793,99.91972603774117,3.6918841840841594,0,-0.9229729352165656,-0.9229729352165656,0.0,0.1011086,0.0,54.390000009657925,99.91980330036621,3.6918841840841594,0,8.003201274930172e-11,8.003201274930172e-11,0.0,0.1011086,0.0,54.39000000965793
46,2.4009629074685997e-10,0.0,99.80002946223527,3.594949973599967,0,8.00320597681493e-11,8.00320597681493e-11,0.0,0.184175,0.0,54.39000000965793,99.80016888065504,3.5949499735999657,0,8.003211548233163e-11,8.003211548233163e-11,0.0,0.184175,0.0,54.390000009657925,99.80024614328008,3.5949499735999657,0,8.003211549637905e-11,8.003211549637905e-11,0.0,0.184175,0.0,54.39000000965793
47,2.400962907818756e-10,0.0,99.80002946223527,3.3812191841684043,0,8.003205978316284e-11,8.003205978316284e-11,0.0,0.4060885,0.0,54.39000000965793,99.80016888065504,3.3812191841684043,0,8.003211549233267e-11,8.003211549233267e-11,0.0,0.4060885,0.0,54.390000009657925,99.80024614328008,3.3812191841684043,0,8.00321155063801e-11,8.00321155063801e-11,0.0,0.4060885,0.0,54.39000000965793
48,2.4009629078407374e-10,0.0,99.80002946223527,3.15,0,8.003205978410531e-11,8.003205978410531e-11,0.0,0.43931645,0.0,54.39000000965793,99.80016888065504,3.15,0,8.00321154929605e-11,8.00321154929605e-11,0.0,0.43931645,0.0,54.390000009657925,99.80024614328008,3.15,0,8.003211550700793e-11,8.003211550700793e-11,0.0,0.43931645,0.0,54.39000000965793
